Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total
10524/43,10524,43,46.0,60,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,2760.0,0,0,3192.65
10524/54,10524,54,7.45,15,0.0,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,111.75,0,0,3192.65
10525/36,10525,36,19.0,30,0.0,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,570.0,0,1,818.4
10525/40,10525,40,18.4,15,0.1,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,248.39999999999998,1,1,818.4
10526/1,10526,1,18.0,8,0.15,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,122.39999999999999,1,1,1151.3999999999999
10526/13,10526,13,6.0,10,0.0,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,60.0,0,1,1151.3999999999999
10526/56,10526,56,38.0,30,0.15,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,968.9999999999999,1,1,1151.3999999999999
10527/4,10527,4,22.0,50,0.1,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,990.0,1,1,1503.0
10527/36,10527,36,19.0,30,0.1,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,513.0,1,1,1503.0
10528/11,10528,11,21.0,3,0.0,GREAL,6,2013-05-06,2013-05-20,2013-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,63.0,0,1,392.2
10528/33,10528,33,2.5,8,0.2,GREAL,6,2013-05-06,2013-05-20,2013-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,16.0,1,1,392.2
10528/72,10528,72,34.8,9,0.0,GREAL,6,2013-05-06,2013-05-20,2013-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,313.2,0,1,392.2
10529/55,10529,55,24.0,14,0.0,MAISD,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,336.0,0,0,946.0
10529/68,10529,68,12.5,20,0.0,MAISD,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,250.0,0,0,946.0
10529/69,10529,69,36.0,10,0.0,MAISD,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,360.0,0,0,946.0
10530/17,10530,17,39.0,40,0.0,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1560.0,0,0,4180.0
10530/43,10530,43,46.0,25,0.0,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1150.0,0,0,4180.0
10530/61,10530,61,28.5,20,0.0,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,570.0,0,0,4180.0
10530/76,10530,76,18.0,50,0.0,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,900.0,0,0,4180.0
10531/59,10531,59,55.0,2,0.0,OCEA,7,2013-05-08,2013-06-05,2013-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,110.0,0,0,110.0
10532/30,10532,30,25.89,15,0.0,EASTC,7,2013-05-09,2013-06-06,2013-05-12,3,74.46,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,388.35,0,0,796.35
10532/66,10532,66,17.0,24,0.0,EASTC,7,2013-05-09,2013-06-06,2013-05-12,3,74.46,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,408.0,0,0,796.35
10533/4,10533,4,22.0,50,0.05,FOLKO,8,2013-05-12,2013-06-09,2013-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1045.0,1,1,2222.2
10533/72,10533,72,34.8,24,0.0,FOLKO,8,2013-05-12,2013-06-09,2013-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,835.1999999999999,0,1,2222.2
10533/73,10533,73,15.0,24,0.05,FOLKO,8,2013-05-12,2013-06-09,2013-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,342.0,1,1,2222.2
10534/30,10534,30,25.89,10,0.0,LEHMS,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,258.9,0,1,465.7
10534/40,10534,40,18.4,10,0.2,LEHMS,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,147.2,1,1,465.7
10534/54,10534,54,7.45,10,0.2,LEHMS,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,59.60000000000001,1,1,465.7
10535/11,10535,11,21.0,50,0.1,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,945.0000000000001,1,1,1940.8500000000001
10535/40,10535,40,18.4,10,0.1,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,165.6,1,1,1940.8500000000001
10535/57,10535,57,19.5,5,0.1,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,87.75,1,1,1940.8500000000001
10535/59,10535,59,55.0,15,0.1,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,742.5,1,1,1940.8500000000001
10536/12,10536,12,38.0,15,0.25,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,427.5,1,1,1645.0
10536/31,10536,31,12.5,20,0.0,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,250.0,0,1,1645.0
10536/33,10536,33,2.5,30,0.0,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,75.0,0,1,1645.0
10536/60,10536,60,34.0,35,0.25,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,892.5,1,1,1645.0
10537/31,10537,31,12.5,30,0.0,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,375.0,0,0,1823.8
10537/51,10537,51,53.0,6,0.0,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,318.0,0,0,1823.8
10537/58,10537,58,13.25,20,0.0,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,265.0,0,0,1823.8
10537/72,10537,72,34.8,21,0.0,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,730.8,0,0,1823.8
10537/73,10537,73,15.0,9,0.0,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,135.0,0,0,1823.8
10538/70,10538,70,15.0,7,0.0,BSBEV,9,2013-05-15,2013-06-12,2013-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,105.0,0,0,139.8
10538/72,10538,72,34.8,1,0.0,BSBEV,9,2013-05-15,2013-06-12,2013-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,34.8,0,0,139.8
10539/13,10539,13,6.0,8,0.0,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,48.0,0,0,355.5
10539/21,10539,21,10.0,15,0.0,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,150.0,0,0,355.5
10539/33,10539,33,2.5,15,0.0,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,37.5,0,0,355.5
10539/49,10539,49,20.0,6,0.0,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,120.0,0,0,355.5
10540/3,10540,3,10.0,60,0.0,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,600.0,0,0,10191.7
10540/26,10540,26,31.23,40,0.0,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1249.2,0,0,10191.7
10540/38,10540,38,263.5,30,0.0,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,7905.0,0,0,10191.7
10540/68,10540,68,12.5,35,0.0,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,437.5,0,0,10191.7
10541/24,10541,24,4.5,35,0.1,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,141.75,1,1,1946.52
10541/38,10541,38,263.5,4,0.1,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,948.6,1,1,1946.52
10541/65,10541,65,21.05,36,0.1,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,682.02,1,1,1946.52
10541/71,10541,71,21.5,9,0.1,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,174.15,1,1,1946.52
10542/11,10542,11,21.0,15,0.05,KOENE,1,2013-05-20,2013-06-17,2013-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,299.25,1,1,469.11
10542/54,10542,54,7.45,24,0.05,KOENE,1,2013-05-20,2013-06-17,2013-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,169.85999999999999,1,1,469.11
10543/12,10543,12,38.0,30,0.15,LILAS,8,2013-05-21,2013-06-18,2013-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,968.9999999999999,1,1,1504.5
10543/23,10543,23,9.0,70,0.15,LILAS,8,2013-05-21,2013-06-18,2013-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,535.5,1,1,1504.5
10544/28,10544,28,45.6,7,0.0,LONEP,4,2013-05-21,2013-06-18,2013-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,319.2,0,0,417.2
10544/67,10544,67,14.0,7,0.0,LONEP,4,2013-05-21,2013-06-18,2013-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,98.0,0,0,417.2
10545/11,10545,11,21.0,10,0.0,LAZYK,8,2013-05-22,2013-06-19,2013-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,210.0,0,0,210.0
10546/7,10546,7,30.0,10,0.0,VICTE,1,2013-05-23,2013-06-20,2013-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,300.0,0,0,2812.0
10546/35,10546,35,18.0,30,0.0,VICTE,1,2013-05-23,2013-06-20,2013-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,540.0,0,0,2812.0
10546/62,10546,62,49.3,40,0.0,VICTE,1,2013-05-23,2013-06-20,2013-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,1972.0,0,0,2812.0
10547/32,10547,32,32.0,24,0.15,SEVES,3,2013-05-23,2013-06-20,2013-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,652.8,1,1,1792.8
10547/36,10547,36,19.0,60,0.0,SEVES,3,2013-05-23,2013-06-20,2013-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,1140.0,0,1,1792.8
10548/34,10548,34,14.0,10,0.25,TOMSP,3,2013-05-26,2013-06-23,2013-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,105.0,1,1,240.1
10548/41,10548,41,9.65,14,0.0,TOMSP,3,2013-05-26,2013-06-23,2013-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,135.1,0,1,240.1
10549/31,10549,31,12.5,55,0.15,QUICK,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,584.375,1,1,3554.2749999999996
10549/45,10549,45,9.5,100,0.15,QUICK,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,807.4999999999999,1,1,3554.2749999999996
10549/51,10549,51,53.0,48,0.15,QUICK,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2162.3999999999996,1,1,3554.2749999999996
10550/17,10550,17,39.0,8,0.1,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,280.8,1,1,683.3
10550/19,10550,19,9.2,10,0.0,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,92.0,0,1,683.3
10550/21,10550,21,10.0,6,0.1,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,54.0,1,1,683.3
10550/61,10550,61,28.5,10,0.1,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,256.5,1,1,683.3
10551/16,10551,16,17.45,40,0.15,FURIB,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,593.3,1,1,1677.3
10551/35,10551,35,18.0,20,0.15,FURIB,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,306.0,1,1,1677.3
10551/44,10551,44,19.45,40,0.0,FURIB,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,778.0,0,1,1677.3
10552/69,10552,69,36.0,18,0.0,HILAA,2,2013-05-29,2013-06-26,2013-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,648.0,0,0,880.5
10552/75,10552,75,7.75,30,0.0,HILAA,2,2013-05-29,2013-06-26,2013-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,232.5,0,0,880.5
10553/11,10553,11,21.0,15,0.0,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,315.0,0,0,1546.3
10553/16,10553,16,17.45,14,0.0,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,244.29999999999998,0,0,1546.3
10553/22,10553,22,21.0,24,0.0,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,504.0,0,0,1546.3
10553/31,10553,31,12.5,30,0.0,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,375.0,0,0,1546.3
10553/35,10553,35,18.0,6,0.0,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,108.0,0,0,1546.3
10554/16,10554,16,17.45,30,0.05,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,497.32499999999993,1,1,1728.5249999999996
10554/23,10554,23,9.0,20,0.05,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,170.99999999999997,1,1,1728.5249999999996
10554/62,10554,62,49.3,20,0.05,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,936.6999999999998,1,1,1728.5249999999996
10554/77,10554,77,13.0,10,0.05,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,123.5,1,1,1728.5249999999996
10555/14,10555,14,23.25,30,0.2,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,558.0,1,1,2944.4
10555/19,10555,19,9.2,35,0.2,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,257.59999999999997,1,1,2944.4
10555/24,10555,24,4.5,18,0.2,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,64.8,1,1,2944.4
10555/51,10555,51,53.0,20,0.2,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,848.0000000000001,1,1,2944.4
10555/56,10555,56,38.0,40,0.2,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1216.0,1,1,2944.4
10556/72,10556,72,34.8,24,0.0,SIMOB,2,2013-06-03,2013-07-15,2013-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,835.1999999999999,0,0,835.1999999999999
10557/64,10557,64,33.25,30,0.0,LEHMS,9,2013-06-03,2013-06-17,2013-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,997.5,0,0,1152.5
10557/75,10557,75,7.75,20,0.0,LEHMS,9,2013-06-03,2013-06-17,2013-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,155.0,0,0,1152.5
10558/47,10558,47,9.5,25,0.0,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,237.5,0,0,2142.9
10558/51,10558,51,53.0,20,0.0,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,1060.0,0,0,2142.9
10558/52,10558,52,7.0,30,0.0,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,210.0,0,0,2142.9
10558/53,10558,53,32.8,18,0.0,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,590.4,0,0,2142.9
10558/73,10558,73,15.0,3,0.0,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,45.0,0,0,2142.9
10559/41,10559,41,9.65,12,0.05,BLONP,6,2013-06-05,2013-07-03,2013-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,110.01,1,1,520.41
10559/55,10559,55,24.0,18,0.05,BLONP,6,2013-06-05,2013-07-03,2013-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,410.4,1,1,520.41
10560/30,10560,30,25.89,20,0.0,FRANK,8,2013-06-06,2013-07-04,2013-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,517.8,0,1,1072.4249999999997
10560/62,10560,62,49.3,15,0.25,FRANK,8,2013-06-06,2013-07-04,2013-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,554.6249999999999,1,1,1072.4249999999997
10561/44,10561,44,19.45,10,0.0,FOLKO,2,2013-06-06,2013-07-04,2013-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,194.5,0,0,2844.5
10561/51,10561,51,53.0,50,0.0,FOLKO,2,2013-06-06,2013-07-04,2013-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,2650.0,0,0,2844.5
10562/33,10562,33,2.5,20,0.1,REGGC,1,2013-06-09,2013-07-07,2013-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,45.0,1,1,488.7
10562/62,10562,62,49.3,10,0.1,REGGC,1,2013-06-09,2013-07-07,2013-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,443.7,1,1,488.7
10563/36,10563,36,19.0,25,0.0,RICAR,2,2013-06-10,2013-07-22,2013-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,475.0,0,0,965.0
10563/52,10563,52,7.0,70,0.0,RICAR,2,2013-06-10,2013-07-22,2013-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,490.0,0,0,965.0
10564/17,10564,17,39.0,16,0.05,RATTC,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,592.8,1,1,1234.0499999999997
10564/31,10564,31,12.5,6,0.05,RATTC,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,71.25,1,1,1234.0499999999997
10564/55,10564,55,24.0,25,0.05,RATTC,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,569.9999999999999,1,1,1234.0499999999997
10565/24,10565,24,4.5,25,0.1,MEREP,8,2013-06-11,2013-07-09,2013-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,101.25,1,1,639.9
10565/64,10565,64,33.25,18,0.1,MEREP,8,2013-06-11,2013-07-09,2013-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,538.65,1,1,639.9
10566/11,10566,11,21.0,35,0.15,BLONP,9,2013-06-12,2013-07-10,2013-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,624.7499999999999,1,1,1761.0
10566/18,10566,18,62.5,18,0.15,BLONP,9,2013-06-12,2013-07-10,2013-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,956.25,1,1,1761.0
10566/76,10566,76,18.0,10,0.0,BLONP,9,2013-06-12,2013-07-10,2013-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,180.0,0,1,1761.0
10567/31,10567,31,12.5,60,0.2,HUNGO,1,2013-06-12,2013-07-10,2013-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,600.0,1,1,2519.0
10567/51,10567,51,53.0,3,0.0,HUNGO,1,2013-06-12,2013-07-10,2013-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,159.0,0,1,2519.0
10567/59,10567,59,55.0,40,0.2,HUNGO,1,2013-06-12,2013-07-10,2013-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1760.0,1,1,2519.0
10568/10,10568,10,31.0,5,0.0,GALED,3,2013-06-13,2013-07-11,2013-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,155.0,0,0,155.0
10569/31,10569,31,12.5,35,0.2,RATTC,5,2013-06-16,2013-07-14,2013-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,350.0,1,1,890.0
10569/76,10569,76,18.0,30,0.0,RATTC,5,2013-06-16,2013-07-14,2013-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,540.0,0,1,890.0
