SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
17.2,ISLAT,0,1,599,16.37,10473,10473/71,1,3/13/2013,10473,71,12,3/27/2013,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,3,3/21/2013,17.2
18.6,PERIC,0,5,600,83.49,10474,10474/14,1,3/13/2013,10474,14,12,4/10/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,3/21/2013,18.6
36.4,PERIC,0,5,601,83.49,10474,10474/28,1,3/13/2013,10474,28,18,4/10/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,3/21/2013,36.4
14.7,PERIC,0,5,602,83.49,10474,10474/40,1,3/13/2013,10474,40,21,4/10/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,3/21/2013,14.7
6.2,PERIC,0,5,603,83.49,10474,10474/75,1,3/13/2013,10474,75,10,4/10/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,2,3/21/2013,6.2
8.5,SUPRD,0.15,9,604,68.52,10475,10475/31,1,3/14/2013,10475,31,35,4/11/2013,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,1,4/4/2013,10
11.56,SUPRD,0.15,9,605,68.52,10475,10475/66,1,3/14/2013,10475,66,60,4/11/2013,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,1,4/4/2013,13.6
12.24,SUPRD,0.15,9,606,68.52,10475,10475/76,1,3/14/2013,10475,76,42,4/11/2013,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,1,4/4/2013,14.4
18.24,HILAA,0.05,8,607,4.41,10476,10476/55,1,3/17/2013,10476,55,2,4/14/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,3,3/24/2013,19.2
12,HILAA,0,8,608,4.41,10476,10476/70,1,3/17/2013,10476,70,12,4/14/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,3,3/24/2013,12
14.4,PRINI,0,5,609,13.02,10477,10477/1,1,3/17/2013,10477,1,15,4/14/2013,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,3/25/2013,14.4
6,PRINI,0.25,5,610,13.02,10477,10477/21,1,3/17/2013,10477,21,21,4/14/2013,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,3/25/2013,8
10.8,PRINI,0.25,5,611,13.02,10477,10477/39,1,3/17/2013,10477,39,20,4/14/2013,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,3/25/2013,14.4
23.56,VICTE,0.05,2,612,4.81,10478,10478/10,1,3/18/2013,10478,10,20,4/1/2013,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,3,3/26/2013,24.8
210.8,RATTC,0,3,613,708.95,10479,10479/38,1,3/19/2013,10479,38,30,4/16/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,3/21/2013,210.8
26.2,RATTC,0,3,614,708.95,10479,10479/53,1,3/19/2013,10479,53,28,4/16/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,3/21/2013,26.2
44,RATTC,0,3,615,708.95,10479,10479/59,1,3/19/2013,10479,59,60,4/16/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,3/21/2013,44
26.6,RATTC,0,3,616,708.95,10479,10479/64,1,3/19/2013,10479,64,30,4/16/2013,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,3/21/2013,26.6
7.6,FOLIG,0,6,617,1.35,10480,10480/47,1,3/20/2013,10480,47,30,4/17/2013,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,2,3/24/2013,7.6
44,FOLIG,0,6,618,1.35,10480,10480/59,1,3/20/2013,10480,59,12,4/17/2013,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,2,3/24/2013,44
16,RICAR,0,8,619,64.33,10481,10481/49,1,3/20/2013,10481,49,24,4/17/2013,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,3/25/2013,16
27.2,RICAR,0,8,620,64.33,10481,10481/60,1,3/20/2013,10481,60,40,4/17/2013,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,3/25/2013,27.2
14.7,LAZYK,0,1,621,7.48,10482,10482/40,1,3/21/2013,10482,40,10,4/18/2013,12 Orchestra Terrace,Walla Walla,USA,Lazy K Kountry Store,99362,North America,3,4/10/2013,14.7
10.64,WHITC,0.05,7,622,15.28,10483,10483/34,1,3/24/2013,10483,34,35,4/21/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,4/25/2013,11.2
9.88,WHITC,0.05,7,623,15.28,10483,10483/77,1,3/24/2013,10483,77,30,4/21/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,4/25/2013,10.4
8,BSBEV,0,3,624,6.88,10484,10484/21,1,3/24/2013,10484,21,14,4/21/2013,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,3,4/1/2013,8
14.7,BSBEV,0,3,625,6.88,10484,10484/40,1,3/24/2013,10484,40,10,4/21/2013,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,3,4/1/2013,14.7
42.4,BSBEV,0,3,626,6.88,10484,10484/51,1,3/24/2013,10484,51,3,4/21/2013,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,3,4/1/2013,42.4
13.68,LINOD,0.1,4,627,64.45,10485,10485/2,1,3/25/2013,10485,2,20,4/8/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,3/31/2013,15.2
7.2,LINOD,0.1,4,628,64.45,10485,10485/3,1,3/25/2013,10485,3,20,4/8/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,3/31/2013,8
17.28,LINOD,0.1,4,629,64.45,10485,10485/55,1,3/25/2013,10485,55,30,4/8/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,3/31/2013,19.2
10.8,LINOD,0.1,4,630,64.45,10485,10485/70,1,3/25/2013,10485,70,60,4/8/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,2,3/31/2013,12
16.8,HILAA,0,1,631,30.53,10486,10486/11,1,3/26/2013,10486,11,5,4/23/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/2/2013,16.8
42.4,HILAA,0,1,632,30.53,10486,10486/51,1,3/26/2013,10486,51,25,4/23/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/2/2013,42.4
8,HILAA,0,1,633,30.53,10486,10486/74,1,3/26/2013,10486,74,16,4/23/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/2/2013,8
7.3,QUEE,0,2,634,71.07,10487,10487/19,1,3/26/2013,10487,19,5,4/23/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,3/28/2013,7.3
24.9,QUEE,0,2,635,71.07,10487,10487/26,1,3/26/2013,10487,26,30,4/23/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,3/28/2013,24.9
4.425,QUEE,0.25,2,636,71.07,10487,10487/54,1,3/26/2013,10487,54,24,4/23/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,2,3/28/2013,5.9
44,FRANK,0,8,637,4.93,10488,10488/59,1,3/27/2013,10488,59,30,4/24/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,4/2/2013,44
9.6,FRANK,0.2,8,638,4.93,10488,10488/73,1,3/27/2013,10488,73,20,4/24/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,4/2/2013,12
12.6,PICCO,0.25,6,639,5.29,10489,10489/11,1,3/28/2013,10489,11,15,4/25/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,2,4/9/2013,16.8
13.9,PICCO,0,6,640,5.29,10489,10489/16,1,3/28/2013,10489,16,18,4/25/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,2,4/9/2013,13.9
44,HILAA,0,7,641,210.19,10490,10490/59,1,3/31/2013,10490,59,60,4/28/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/3/2013,44
10,HILAA,0,7,642,210.19,10490,10490/68,1,3/31/2013,10490,68,30,4/28/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/3/2013,10
6.2,HILAA,0,7,643,210.19,10490,10490/75,1,3/31/2013,10490,75,36,4/28/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/3/2013,6.2
13.175,FURIB,0.15,8,644,16.96,10491,10491/44,1,3/31/2013,10491,44,15,4/28/2013,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,4/8/2013,15.5
8.84,FURIB,0.15,8,645,16.96,10491,10491/77,1,3/31/2013,10491,77,7,4/28/2013,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,4/8/2013,10.4
10.64,BOTTM,0.05,3,646,62.89,10492,10492/25,1,4/1/2013,10492,25,60,4/29/2013,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/11/2013,11.2
10.64,BOTTM,0.05,3,647,62.89,10492,10492/42,1,4/1/2013,10492,42,20,4/29/2013,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/11/2013,11.2
15.12,LAMAI,0.1,4,648,10.64,10493,10493/65,1,4/2/2013,10493,65,15,4/30/2013,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,3,4/10/2013,16.8
12.24,LAMAI,0.1,4,649,10.64,10493,10493/66,1,4/2/2013,10493,66,10,4/30/2013,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,3,4/10/2013,13.6
25.92,LAMAI,0.1,4,650,10.64,10493,10493/69,1,4/2/2013,10493,69,10,4/30/2013,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,3,4/10/2013,28.8
30.4,COMMI,0,4,651,65.99,10494,10494/56,1,4/2/2013,10494,56,30,4/30/2013,"Av. dos Lusíadas, 23",Sao Paulo,Brazil,Comércio Mineiro,05432-043,South America,2,4/9/2013,30.4
7.2,LAUGB,0,3,652,4.65,10495,10495/23,1,4/3/2013,10495,23,10,5/1/2013,2319 Elm St.,Vancouver,Canada,Laughing Bacchus Wine Cellars,V3F 2K1,North America,3,4/11/2013,7.2
7.7,LAUGB,0,3,653,4.65,10495,10495/41,1,4/3/2013,10495,41,20,5/1/2013,2319 Elm St.,Vancouver,Canada,Laughing Bacchus Wine Cellars,V3F 2K1,North America,3,4/11/2013,7.7
10.4,LAUGB,0,3,654,4.65,10495,10495/77,1,4/3/2013,10495,77,5,5/1/2013,2319 Elm St.,Vancouver,Canada,Laughing Bacchus Wine Cellars,V3F 2K1,North America,3,4/11/2013,10.4
9.5,TRADH,0.05,7,655,46.77,10496,10496/31,1,4/4/2013,10496,31,20,5/2/2013,"Av. Inês de Castro, 414",Sao Paulo,Brazil,Tradiçao Hipermercados,05634-030,South America,2,4/7/2013,10
30.4,LEHMS,0,7,656,36.21,10497,10497/56,1,4/4/2013,10497,56,14,5/2/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,4/7/2013,30.4
27.8,LEHMS,0,7,657,36.21,10497,10497/72,1,4/4/2013,10497,72,25,5/2/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,4/7/2013,27.8
10.4,LEHMS,0,7,658,36.21,10497,10497/77,1,4/4/2013,10497,77,25,5/2/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,4/7/2013,10.4
4.5,HILAA,0,8,659,29.75,10498,10498/24,1,4/7/2013,10498,24,14,5/5/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/11/2013,4.5
18.4,HILAA,0,8,660,29.75,10498,10498/40,1,4/7/2013,10498,40,5,5/5/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/11/2013,18.4
14,HILAA,0,8,661,29.75,10498,10498/42,1,4/7/2013,10498,42,30,5/5/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,4/11/2013,14
45.6,LILAS,0,4,662,102.02,10499,10499/28,1,4/8/2013,10499,28,20,5/6/2013,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,2,4/16/2013,45.6
20,LILAS,0,4,663,102.02,10499,10499/49,1,4/8/2013,10499,49,25,5/6/2013,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,2,4/16/2013,20
14.725,LAMAI,0.05,6,664,42.68,10500,10500/15,1,4/9/2013,10500,15,12,5/7/2013,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,1,4/17/2013,15.5
43.32,LAMAI,0.05,6,665,42.68,10500,10500/28,1,4/9/2013,10500,28,8,5/7/2013,1 rue Alsace-Lorraine,Toulouse,France,La maison d'Asie,31000,Western Europe,1,4/17/2013,45.6
7.45,BLAUS,0,9,666,8.85,10501,10501/54,1,4/9/2013,10501,54,20,5/7/2013,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,Western Europe,3,4/16/2013,7.45
9.5,PERIC,0,2,667,69.32,10502,10502/45,1,4/10/2013,10502,45,21,5/8/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,1,4/29/2013,9.5
32.8,PERIC,0,2,668,69.32,10502,10502/53,1,4/10/2013,10502,53,6,5/8/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,1,4/29/2013,32.8
14,PERIC,0,2,669,69.32,10502,10502/67,1,4/10/2013,10502,67,30,5/8/2013,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,1,4/29/2013,14
23.25,HUNGO,0,6,670,16.74,10503,10503/14,1,4/11/2013,10503,14,70,5/9/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,4/16/2013,23.25
21.05,HUNGO,0,6,671,16.74,10503,10503/65,1,4/11/2013,10503,65,20,5/9/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,4/16/2013,21.05
19,WHITC,0,4,672,59.13,10504,10504/2,1,4/11/2013,10504,2,12,5/9/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/18/2013,19
10,WHITC,0,4,673,59.13,10504,10504/21,1,4/11/2013,10504,21,12,5/9/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/18/2013,10
32.8,WHITC,0,4,674,59.13,10504,10504/53,1,4/11/2013,10504,53,10,5/9/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/18/2013,32.8
28.5,WHITC,0,4,675,59.13,10504,10504/61,1,4/11/2013,10504,61,25,5/9/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,4/18/2013,28.5
49.3,MEREP,0,3,676,7.13,10505,10505/62,1,4/14/2013,10505,62,3,5/12/2013,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,3,4/21/2013,49.3
12.6,KOENE,0.1,9,677,21.19,10506,10506/25,1,4/15/2013,10506,25,18,5/13/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,2,5/2/2013,14
13.5,KOENE,0.1,9,678,21.19,10506,10506/70,1,4/15/2013,10506,70,14,5/13/2013,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,2,5/2/2013,15
39.1,ANTO,0.15,7,679,47.45,10507,10507/43,1,4/15/2013,10507,43,15,5/13/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,1,4/22/2013,46
10.8375,ANTO,0.15,7,680,47.45,10507,10507/48,1,4/15/2013,10507,48,15,5/13/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,1,4/22/2013,12.75
6,OTTIK,0,1,681,4.99,10508,10508/13,1,4/16/2013,10508,13,10,5/14/2013,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,5/13/2013,6
18,OTTIK,0,1,682,4.99,10508,10508/39,1,4/16/2013,10508,39,10,5/14/2013,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,5/13/2013,18
45.6,BLAUS,0,4,683,0.15,10509,10509/28,1,4/17/2013,10509,28,3,5/15/2013,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,Western Europe,1,4/29/2013,45.6
123.79,SAVEA,0,6,684,367.63,10510,10510/29,1,4/18/2013,10510,29,36,5/16/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,4/28/2013,123.79
6.975,SAVEA,0.1,6,685,367.63,10510,10510/75,1,4/18/2013,10510,75,36,5/16/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,4/28/2013,7.75
18.7,BONAP,0.15,4,686,350.64,10511,10511/4,1,4/18/2013,10511,4,50,5/16/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,4/21/2013,22
25.5,BONAP,0.15,4,687,350.64,10511,10511/7,1,4/18/2013,10511,7,50,5/16/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,4/21/2013,30
34,BONAP,0.15,4,688,350.64,10511,10511/8,1,4/18/2013,10511,8,10,5/16/2013,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,4/21/2013,40
3.825,FAMIA,0.15,7,689,3.53,10512,10512/24,1,4/21/2013,10512,24,10,5/19/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,2,4/24/2013,4.5
10.2,FAMIA,0.15,7,690,3.53,10512,10512/46,1,4/21/2013,10512,46,9,5/19/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,2,4/24/2013,12
8.075,FAMIA,0.15,7,691,3.53,10512,10512/47,1,4/21/2013,10512,47,6,5/19/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,2,4/24/2013,9.5
28.9,FAMIA,0.15,7,692,3.53,10512,10512/60,1,4/21/2013,10512,60,12,5/19/2013,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,2,4/24/2013,34
8,WANDK,0.2,7,693,105.65,10513,10513/21,1,4/22/2013,10513,21,40,6/3/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,1,4/28/2013,10
25.6,WANDK,0.2,7,694,105.65,10513,10513/32,1,4/22/2013,10513,32,50,6/3/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,1,4/28/2013,32
22.8,WANDK,0.2,7,695,105.65,10513,10513/61,1,4/22/2013,10513,61,15,6/3/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,1,4/28/2013,28.5
81,ERNSH,0,3,696,789.95,10514,10514/20,1,4/22/2013,10514,20,39,5/20/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,5/16/2013,81
45.6,ERNSH,0,3,697,789.95,10514,10514/28,1,4/22/2013,10514,28,35,5/20/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,5/16/2013,45.6
38,ERNSH,0,3,698,789.95,10514,10514/56,1,4/22/2013,10514,56,70,5/20/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,5/16/2013,38
21.05,ERNSH,0,3,699,789.95,10514,10514/65,1,4/22/2013,10514,65,39,5/20/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,5/16/2013,21.05
7.75,ERNSH,0,3,700,789.95,10514,10514/75,1,4/22/2013,10514,75,50,5/20/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,5/16/2013,7.75
82.45,QUICK,0.15,2,701,204.47,10515,10515/9,1,4/23/2013,10515,9,16,5/7/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,5/23/2013,97
17.45,QUICK,0,2,702,204.47,10515,10515/16,1,4/23/2013,10515,16,50,5/7/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,5/23/2013,17.45
43.9,QUICK,0,2,703,204.47,10515,10515/27,1,4/23/2013,10515,27,120,5/7/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,5/23/2013,43.9
2.125,QUICK,0.15,2,704,204.47,10515,10515/33,1,4/23/2013,10515,33,16,5/7/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,5/23/2013,2.5
28.9,QUICK,0.15,2,705,204.47,10515,10515/60,1,4/23/2013,10515,60,84,5/7/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,5/23/2013,34
56.25,HUNGO,0.1,2,706,62.78,10516,10516/18,1,4/24/2013,10516,18,25,5/22/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,5/1/2013,62.5
8.685,HUNGO,0.1,2,707,62.78,10516,10516/41,1,4/24/2013,10516,41,80,5/22/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,5/1/2013,9.65
14,HUNGO,0,2,708,62.78,10516,10516/42,1,4/24/2013,10516,42,20,5/22/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,5/1/2013,14
7,NORTS,0,3,709,32.07,10517,10517/52,1,4/24/2013,10517,52,6,5/22/2013,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,4/29/2013,7
55,NORTS,0,3,710,32.07,10517,10517/59,1,4/24/2013,10517,59,4,5/22/2013,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,4/29/2013,55
15,NORTS,0,3,711,32.07,10517,10517/70,1,4/24/2013,10517,70,6,5/22/2013,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,3,4/29/2013,15
4.5,TORTU,0,4,712,218.15,10518,10518/24,1,4/25/2013,10518,24,5,5/9/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,5/5/2013,4.5
263.5,TORTU,0,4,713,218.15,10518,10518/38,1,4/25/2013,10518,38,15,5/9/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,5/5/2013,263.5
19.45,TORTU,0,4,714,218.15,10518,10518/44,1,4/25/2013,10518,44,9,5/9/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,5/5/2013,19.45
29.45,CHOPS,0.05,6,715,91.76,10519,10519/10,1,4/28/2013,10519,10,16,5/26/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,5/1/2013,31
38,CHOPS,0,6,716,91.76,10519,10519/56,1,4/28/2013,10519,56,40,5/26/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,5/1/2013,38
32.3,CHOPS,0.05,6,717,91.76,10519,10519/60,1,4/28/2013,10519,60,10,5/26/2013,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,3,5/1/2013,34
4.5,SANTG,0,7,718,13.37,10520,10520/24,1,4/29/2013,10520,24,8,5/27/2013,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,1,5/1/2013,4.5
32.8,SANTG,0,7,719,13.37,10520,10520/53,1,4/29/2013,10520,53,5,5/27/2013,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,1,5/1/2013,32.8
18,CACTU,0,8,720,17.22,10521,10521/35,1,4/29/2013,10521,35,3,5/27/2013,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,South America,2,5/2/2013,18
9.65,CACTU,0,8,721,17.22,10521,10521/41,1,4/29/2013,10521,41,10,5/27/2013,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,South America,2,5/2/2013,9.65
12.5,CACTU,0,8,722,17.22,10521,10521/68,1,4/29/2013,10521,68,6,5/27/2013,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,South America,2,5/2/2013,12.5
14.4,LEHMS,0.2,4,723,45.33,10522,10522/1,1,4/30/2013,10522,1,40,5/28/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,5/6/2013,18
40,LEHMS,0,4,724,45.33,10522,10522/8,1,4/30/2013,10522,8,24,5/28/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,5/6/2013,40
20.712,LEHMS,0.2,4,725,45.33,10522,10522/30,1,4/30/2013,10522,30,20,5/28/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,5/6/2013,25.89
14.72,LEHMS,0.2,4,726,45.33,10522,10522/40,1,4/30/2013,10522,40,25,5/28/2013,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,5/6/2013,18.4
35.1,SEVES,0.1,7,727,77.63,10523,10523/17,1,5/1/2013,10523,17,25,5/29/2013,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,British Isles,2,5/30/2013,39
72.9,SEVES,0.1,7,728,77.63,10523,10523/20,1,5/1/2013,10523,20,15,5/29/2013,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,British Isles,2,5/30/2013,81
